"Start Date","Start Time","Start Time ET",Subject,Location,Description,"End Date","End Time","End Time ET","Reminder on/off","Reminder Date","Reminder Time","Reminde Time ET"
08/10/2019,"4:00 pm","4:00 pm","Dream  @ Fever","Bankers Life Fieldhouse","Regular Season - Indiana Fever vs Atlanta Dream",08/10/2019,"6:30 pm","6:30 pm",true,08/10/2019,"1:00 pm","1:00 pm"
08/18/2019,"3:00 pm","3:00 pm","Fever  @ Mystics","Entertainment and Sports Arena","Regular Season - Washington Mystics vs Indiana Fever",08/18/2019,"5:30 pm","5:30 pm",true,08/18/2019,"12:00 pm","12:00 pm"
08/20/2019,"7:00 pm","7:00 pm","Liberty  @ Fever","Bankers Life Fieldhouse","Regular Season - Indiana Fever vs New York Liberty",08/20/2019,"9:30 pm","9:30 pm",true,08/20/2019,"4:00 pm","4:00 pm"
08/22/2019,"10:30 pm","10:30 pm","Fever  @ Sparks","Staples Center","Regular Season - Los Angeles Sparks vs Indiana Fever",08/22/2019,"1:00 am","1:00 am",true,08/22/2019,"7:30 pm","7:30 pm"
08/25/2019,"7:00 pm","7:00 pm","Fever  @ Storm","Alaska Airlines Arena","Regular Season - Seattle Storm vs Indiana Fever",08/25/2019,"9:30 pm","9:30 pm",true,08/25/2019,"4:00 pm","4:00 pm"
08/27/2019,"7:00 pm","7:00 pm","Aces  @ Fever","Bankers Life Fieldhouse","Regular Season - Indiana Fever vs Las Vegas Aces",08/27/2019,"9:30 pm","9:30 pm",true,08/27/2019,"4:00 pm","4:00 pm"
08/29/2019,"7:00 pm","7:00 pm","Sparks  @ Fever","Bankers Life Fieldhouse","Regular Season - Indiana Fever vs Los Angeles Sparks",08/29/2019,"9:30 pm","9:30 pm",true,08/29/2019,"4:00 pm","4:00 pm"
09/01/2019,"7:00 pm","7:00 pm","Fever  @ Lynx","Target Center","Regular Season - Minnesota Lynx vs Indiana Fever",09/01/2019,"9:30 pm","9:30 pm",true,09/01/2019,"4:00 pm","4:00 pm"
09/06/2019,"7:30 pm","7:30 pm","Fever  @ Liberty","Westchester County Center","Regular Season - New York Liberty vs Indiana Fever",09/06/2019,"10:00 pm","10:00 pm",true,09/06/2019,"4:30 pm","4:30 pm"
09/08/2019,"4:00 pm","4:00 pm","Sun  @ Fever","Bankers Life Fieldhouse","Regular Season - Indiana Fever vs Connecticut Sun",09/08/2019,"6:30 pm","6:30 pm",true,09/08/2019,"1:00 pm","1:00 pm"
